"Id"	"Pk"	"RT"	"Area"	"Ref"	"CAS"	"Qual"
"LibSrch_19"	17	9.355	0.92	62439	"000483-76-1"	87
"LibSrch_19"	17	9.355	0.92	62441	"000483-76-1"	81
"LibSrch_19"	18	9.451	1.23	62421	"023986-74-5"	91
"LibSrch_19"	18	9.451	1.23	62246	"003856-25-5"	70
"LibSrch_19"	18	9.451	1.23	62245	"003856-25-5"	70
"LibSrch_19"	19	9.507	1.38	62470	"031983-22-9"	98
"LibSrch_19"	19	9.507	1.38	62491	"024406-05-1"	89
"LibSrch_19"	19	9.507	1.38	62291	"010208-80-7"	89
"LibSrch_19"	20	9.539	1.1	62441	"000483-76-1"	94
"LibSrch_19"	20	9.539	1.1	62379	"150320-52-8"	91
"LibSrch_19"	20	9.539	1.1	62421	"023986-74-5"	89
"LibSrch_19"	21	9.627	4.86	62439	"000483-76-1"	94
"LibSrch_19"	21	9.627	4.86	62441	"000483-76-1"	93
"LibSrch_19"	21	9.627	4.86	62438	"000483-76-1"	93
"LibSrch_19"	22	9.667	9.09	62528	"030021-74-0"	90
"LibSrch_19"	22	9.667	9.09	62330	"054324-03-7"	70
"LibSrch_19"	22	9.667	9.09	62530	"030021-74-0"	70
"LibSrch_19"	23	9.748	1.48	62407	"016728-99-7"	81
"LibSrch_19"	23	9.748	1.48	62438	"000483-76-1"	81
"LibSrch_19"	23	9.748	1.48	62497	"000523-47-7"	70
"LibSrch_19"	24	10.076	5.58	76518	"072120-50-4"	50
"LibSrch_19"	24	10.076	5.58	10103	"000589-33-3"	38
"LibSrch_19"	24	10.076	5.58	25585	"031681-26-2"	35
"LibSrch_19"	25	10.333	0.72	49368	"1000139-89-7"	27
"LibSrch_19"	25	10.333	0.72	203571	"1000351-88-8"	22
"LibSrch_19"	25	10.333	0.72	136878	"1000314-61-0"	22
"LibSrch_19"	26	10.397	0.79	62474	"000514-51-2"	55
"LibSrch_19"	26	10.397	0.79	62408	"016728-99-7"	52
"LibSrch_19"	26	10.397	0.79	62370	"005989-08-2"	50
"LibSrch_19"	27	10.477	1.12	62421	"023986-74-5"	68
"LibSrch_19"	27	10.477	1.12	62555	"017334-55-3"	59
"LibSrch_19"	27	10.477	1.12	62441	"000483-76-1"	53
"LibSrch_19"	28	10.581	0.78	62428	"003242-08-8"	60
"LibSrch_19"	28	10.581	0.78	33110	"062413-60-9"	45
"LibSrch_19"	28	10.581	0.78	62474	"000514-51-2"	43
"LibSrch_19"	29	13.274	1.19	115470	"001686-67-5"	76
"LibSrch_19"	29	13.274	1.19	115468	"001686-67-5"	76
"LibSrch_19"	29	13.274	1.19	114753	"1000347-86-4"	72
"LibSrch_19"	30	13.579	0.45	160407	"061691-98-3"	50
"LibSrch_19"	30	13.579	0.45	87206	"1000333-80-8"	38
"LibSrch_19"	30	13.579	0.45	64105	"062337-97-7"	35
"LibSrch_19"	31	13.835	0.44	76351	"1000189-13-5"	23
"LibSrch_19"	31	13.835	0.44	120404	"1000130-78-6"	22
"LibSrch_19"	31	13.835	0.44	133805	"000150-86-7"	17
"LibSrch_19"	32	14.34	1.79	203743	"000059-02-9"	87
"LibSrch_19"	32	14.34	1.79	203744	"000059-02-9"	87
"LibSrch_19"	32	14.34	1.79	203749	"010191-41-0"	87
"LibSrch_19"	33	15.174	1.07	126308	"023837-99-2"	43
"LibSrch_19"	33	15.174	1.07	126341	"1000194-15-4"	38
"LibSrch_19"	33	15.174	1.07	126339	"006673-73-0"	35
"LibSrch_19"	34	15.703	1.65	149061	"003513-69-7"	46
"LibSrch_19"	34	15.703	1.65	21348	"094400-10-9"	35
"LibSrch_19"	34	15.703	1.65	21237	"039627-60-6"	22
"LibSrch_20"	1	4.778	0.52	15517	"007785-70-8"	90
"LibSrch_20"	1	4.778	0.52	15707	"002437-95-8"	87
"LibSrch_20"	1	4.778	0.52	15507	"000080-56-8"	55
"LibSrch_20"	2	4.874	0.4	1516	"000075-09-2"	43
"LibSrch_20"	2	4.874	0.4	1518	"000075-09-2"	43
"LibSrch_20"	2	4.874	0.4	1519	"000075-09-2"	43
"LibSrch_20"	3	4.987	0.55	15481	"000079-92-5"	70
"LibSrch_20"	3	4.987	0.55	15606	"029548-02-5"	50
"LibSrch_20"	3	4.987	0.55	15488	"000079-92-5"	45
"LibSrch_20"	4	5.067	0.53	15481	"000079-92-5"	50
"LibSrch_20"	4	5.067	0.53	15693	"000471-84-1"	43
"LibSrch_20"	4	5.067	0.53	15698	"000471-84-1"	41
"LibSrch_20"	5	5.283	3.03	15517	"007785-70-8"	94
"LibSrch_20"	5	5.283	3.03	15655	"000099-84-3"	91
"LibSrch_20"	5	5.283	3.03	15707	"002437-95-8"	91
"LibSrch_20"	6	5.339	2.68	15707	"002437-95-8"	93
"LibSrch_20"	6	5.339	2.68	15655	"000099-84-3"	87
"LibSrch_20"	6	5.339	2.68	15569	"000502-99-8"	76
"LibSrch_20"	7	5.556	0.81	15480	"013466-78-9"	93
"LibSrch_20"	7	5.556	0.81	15515	"007785-70-8"	91
"LibSrch_20"	7	5.556	0.81	15517	"007785-70-8"	90
"LibSrch_20"	8	5.612	0.76	15606	"029548-02-5"	81
"LibSrch_20"	8	5.612	0.76	15514	"007785-26-4"	72
"LibSrch_20"	8	5.612	0.76	15479	"1000150-36-1"	72
"LibSrch_20"	9	5.764	0.54	15483	"000138-86-3"	93
"LibSrch_20"	9	5.764	0.54	15580	"003760-14-3"	91
"LibSrch_20"	9	5.764	0.54	15482	"000138-86-3"	87
"LibSrch_20"	10	5.804	1.88	15678	"000099-85-4"	81
"LibSrch_20"	10	5.804	1.88	15686	"000099-85-4"	74
"LibSrch_20"	10	5.804	1.88	15639	"1000162-25-4"	68
"LibSrch_20"	11	7.495	23.68	16250	"000099-89-8"	95
"LibSrch_20"	11	7.495	23.68	16258	"000618-45-1"	91
"LibSrch_20"	11	7.495	23.68	16257	"000088-69-7"	91
"LibSrch_20"	12	7.968	10.53	56274	"000076-49-3"	99
"LibSrch_20"	12	7.968	10.53	56372	"092618-89-8"	96
"LibSrch_20"	12	7.968	10.53	56370	"092618-89-8"	95
"LibSrch_20"	13	8.433	1.13	62283	"017699-14-8"	96
"LibSrch_20"	13	8.433	1.13	62286	"017699-14-8"	95
"LibSrch_20"	13	8.433	1.13	62285	"017699-14-8"	93
"LibSrch_20"	14	8.69	0.93	62244	"003856-25-5"	96
"LibSrch_20"	14	8.69	0.93	62285	"017699-14-8"	96
"LibSrch_20"	14	8.69	0.93	62286	"017699-14-8"	95
"LibSrch_20"	15	8.754	1.71	62563	"013744-15-5"	96
"LibSrch_20"	15	8.754	1.71	62562	"013744-15-5"	91
"LibSrch_20"	15	8.754	1.71	62423	"023986-74-5"	91
"LibSrch_20"	16	9.05	11.94	62261	"000087-44-5"	98
"LibSrch_20"	16	9.05	11.94	62263	"000087-44-5"	70
"LibSrch_20"	16	9.05	11.94	62432	"000118-65-0"	62
"LibSrch_20"	17	9.098	0.41	62562	"013744-15-5"	93
"LibSrch_20"	17	9.098	0.41	62500	"000546-28-1"	93
"LibSrch_20"	17	9.098	0.41	62563	"013744-15-5"	89
"LibSrch_20"	18	9.291	1.71	62311	"006753-98-6"	96
"LibSrch_20"	18	9.291	1.71	62361	"1000062-61-9"	94
"LibSrch_20"	18	9.291	1.71	62310	"006753-98-6"	93
"LibSrch_20"	19	9.363	1.03	62523	"039029-41-9"	96
"LibSrch_20"	19	9.363	1.03	62415	"000483-75-0"	93
"LibSrch_20"	19	9.363	1.03	62530	"030021-74-0"	91
"LibSrch_20"	20	9.451	2.18	62563	"013744-15-5"	96
"LibSrch_20"	20	9.451	2.18	62421	"023986-74-5"	90
"LibSrch_20"	20	9.451	2.18	62244	"003856-25-5"	83
"LibSrch_20"	21	9.507	1.26	62470	"031983-22-9"	98
"LibSrch_20"	21	9.507	1.26	62409	"000483-75-0"	93
"LibSrch_20"	21	9.507	1.26	62471	"031983-22-9"	93
"LibSrch_20"	22	9.539	0.9	62379	"150320-52-8"	93
"LibSrch_20"	22	9.539	0.9	62517	"039029-41-9"	83
"LibSrch_20"	22	9.539	0.9	62563	"013744-15-5"	70
"LibSrch_20"	23	9.627	6.26	62439	"000483-76-1"	98
"LibSrch_20"	23	9.627	6.26	62440	"000483-76-1"	93
"LibSrch_20"	23	9.627	6.26	62441	"000483-76-1"	86
"LibSrch_20"	24	9.668	6.61	62379	"150320-52-8"	70
"LibSrch_20"	24	9.668	6.61	62525	"030021-74-0"	64
"LibSrch_20"	24	9.668	6.61	62523	"039029-41-9"	64
"LibSrch_20"	25	9.748	0.44	62408	"016728-99-7"	93
"LibSrch_20"	25	9.748	0.44	62407	"016728-99-7"	93
"LibSrch_20"	25	9.748	0.44	62521	"000469-61-4"	89
"LibSrch_20"	26	9.772	0.76	62490	"017627-24-6"	93
"LibSrch_20"	26	9.772	0.76	62249	"1000156-10-8"	93
"LibSrch_20"	26	9.772	0.76	62525	"030021-74-0"	91
"LibSrch_20"	27	10.084	8.7	76518	"072120-50-4"	52
"LibSrch_20"	27	10.084	8.7	10103	"000589-33-3"	30
"LibSrch_20"	27	10.084	8.7	64722	"1000303-70-3"	27
"LibSrch_20"	28	10.397	0.59	62248	"014912-44-8"	64
"LibSrch_20"	28	10.397	0.59	62408	"016728-99-7"	62
"LibSrch_20"	28	10.397	0.59	62438	"000483-76-1"	62
"LibSrch_20"	29	10.477	1.97	62330	"054324-03-7"	95
"LibSrch_20"	29	10.477	1.97	62379	"150320-52-8"	89
"LibSrch_20"	29	10.477	1.97	62415	"000483-75-0"	89
"LibSrch_20"	30	10.573	1.65	76472	"000481-34-5"	97
"LibSrch_20"	30	10.573	1.65	62525	"030021-74-0"	59
"LibSrch_20"	30	10.573	1.65	76471	"019912-62-0"	53
"LibSrch_20"	31	10.718	3.53	62534	"000489-29-2"	83
"LibSrch_20"	31	10.718	3.53	62543	"000489-40-7"	78
"LibSrch_20"	31	10.718	3.53	62518	"000473-13-2"	70
"LibSrch_20"	32	15.174	0.38	126190	"1000119-75-1"	30
"LibSrch_20"	32	15.174	0.38	126341	"1000194-15-4"	30
"LibSrch_20"	32	15.174	0.38	126339	"006673-73-0"	16
"LibSrch_21"	1	4.778	1.12	15707	"002437-95-8"	94
"LibSrch_21"	1	4.778	1.12	15517	"007785-70-8"	93
"LibSrch_21"	1	4.778	1.12	15569	"000502-99-8"	89
"LibSrch_21"	2	4.866	0.96	15615	"003338-55-4"	83
"LibSrch_21"	2	4.866	0.96	15570	"013877-91-3"	64
"LibSrch_21"	2	4.866	0.96	15480	"013466-78-9"	52
"LibSrch_21"	3	4.987	0.71	15481	"000079-92-5"	93
"LibSrch_21"	3	4.987	0.71	15717	"005794-03-6"	90
"LibSrch_21"	3	4.987	0.71	15605	"029548-02-5"	83
"LibSrch_21"	4	5.083	0.58	15570	"013877-91-3"	43
"LibSrch_21"	4	5.083	0.58	15573	"000502-99-8"	43
"LibSrch_21"	4	5.083	0.58	15615	"003338-55-4"	38
"LibSrch_21"	5	5.283	3.09	15721	"018172-67-3"	95
"LibSrch_21"	5	5.283	3.09	15707	"002437-95-8"	94
"LibSrch_21"	5	5.283	3.09	15639	"1000162-25-4"	91
"LibSrch_21"	6	5.347	2.68	15707	"002437-95-8"	90
"LibSrch_21"	6	5.347	2.68	15655	"000099-84-3"	90
"LibSrch_21"	6	5.347	2.68	15517	"007785-70-8"	87
"LibSrch_21"	7	5.556	1.05	15480	"013466-78-9"	70
"LibSrch_21"	7	5.556	1.05	15615	"003338-55-4"	64
"LibSrch_21"	7	5.556	1.05	15645	"004889-83-2"	59
"LibSrch_21"	8	5.604	0.95	15485	"013466-78-9"	81
"LibSrch_21"	8	5.604	0.95	15480	"013466-78-9"	81
"LibSrch_21"	8	5.604	0.95	15612	"003338-55-4"	74
"LibSrch_21"	9	5.756	0.72	15493	"005989-27-5"	83
"LibSrch_21"	9	5.756	0.72	15697	"000471-84-1"	70
"LibSrch_21"	9	5.756	0.72	15482	"000138-86-3"	70
"LibSrch_21"	10	5.804	1.94	15678	"000099-85-4"	90
"LibSrch_21"	10	5.804	1.94	15700	"000498-15-7"	87
"LibSrch_21"	10	5.804	1.94	15686	"000099-85-4"	87
"LibSrch_21"	11	6.686	0.46	26380	"001632-73-1"	38
"LibSrch_21"	11	6.686	0.46	61703	"1000279-89-1"	38
"LibSrch_21"	11	6.686	0.46	7839	"000430-57-9"	33
"LibSrch_21"	12	7.023	3.34	11025	"002368-80-1"	32
"LibSrch_21"	12	7.023	3.34	11079	"021835-01-8"	32
"LibSrch_21"	12	7.023	3.34	10948	"005807-02-3"	27
"LibSrch_21"	13	7.487	30.78	16250	"000099-89-8"	93
"LibSrch_21"	13	7.487	30.78	16258	"000618-45-1"	91
"LibSrch_21"	13	7.487	30.78	16255	"000618-45-1"	91
"LibSrch_21"	14	7.968	14.75	56372	"092618-89-8"	97
"LibSrch_21"	14	7.968	14.75	56274	"000076-49-3"	95
"LibSrch_21"	14	7.968	14.75	56390	"005655-61-8"	94
"LibSrch_21"	15	9.05	16.78	62261	"000087-44-5"	98
"LibSrch_21"	15	9.05	16.78	62432	"000118-65-0"	91
"LibSrch_21"	15	9.05	16.78	62263	"000087-44-5"	87
"LibSrch_21"	16	9.291	1.94	62311	"006753-98-6"	93
"LibSrch_21"	16	9.291	1.94	62361	"1000062-61-9"	93
"LibSrch_21"	16	9.291	1.94	62394	"017699-05-7"	78
"LibSrch_21"	17	9.467	1.57	62451	"000515-17-3"	92
"LibSrch_21"	17	9.467	1.57	62400	"1000192-43-5"	90
"LibSrch_21"	17	9.467	1.57	62383	"018431-82-8"	70
"LibSrch_21"	18	9.579	0.74	62259	"1000159-39-4"	76
"LibSrch_21"	18	9.579	0.74	62555	"017334-55-3"	70
"LibSrch_21"	18	9.579	0.74	62260	"109119-91-7"	68
"LibSrch_21"	19	9.627	0.69	62439	"000483-76-1"	95
"LibSrch_21"	19	9.627	0.69	62497	"000523-47-7"	90
"LibSrch_21"	19	9.627	0.69	62441	"000483-76-1"	90
"LibSrch_21"	20	10.076	0.98	76518	"072120-50-4"	64
"LibSrch_21"	20	10.076	0.98	16755	"024519-04-8"	43
"LibSrch_21"	20	10.076	0.98	23597	"1000215-29-0"	38
"LibSrch_21"	21	10.413	0.52	62484	"000475-20-7"	91
"LibSrch_21"	21	10.413	0.52	62481	"017066-67-0"	83
"LibSrch_21"	21	10.413	0.52	62412	"000473-14-3"	83
"LibSrch_21"	22	10.718	12.98	62506	"005951-61-1"	72
"LibSrch_21"	22	10.718	12.98	62534	"000489-29-2"	55
"LibSrch_21"	22	10.718	12.98	62532	"020071-49-2"	55
"LibSrch_21"	23	15.174	0.65	126339	"006673-73-0"	35
"LibSrch_21"	23	15.174	0.65	157289	"104255-78-9"	27
"LibSrch_21"	23	15.174	0.65	126308	"023837-99-2"	25
"LibSrch_22"	1	4.778	0.77	15517	"007785-70-8"	93
"LibSrch_22"	1	4.778	0.77	15507	"000080-56-8"	64
"LibSrch_22"	1	4.778	0.77	15707	"002437-95-8"	64
"LibSrch_22"	2	4.866	0.55	15517	"007785-70-8"	60
"LibSrch_22"	2	4.866	0.55	15515	"007785-70-8"	53
"LibSrch_22"	2	4.866	0.55	15507	"000080-56-8"	53
"LibSrch_22"	3	5.283	2.01	15500	"000127-91-3"	97
"LibSrch_22"	3	5.283	2.01	15721	"018172-67-3"	95
"LibSrch_22"	3	5.283	2.01	15517	"007785-70-8"	93
"LibSrch_22"	4	5.347	1.82	15707	"002437-95-8"	89
"LibSrch_22"	4	5.347	1.82	15615	"003338-55-4"	87
"LibSrch_22"	4	5.347	1.82	15655	"000099-84-3"	87
"LibSrch_22"	5	5.564	2.51	15686	"000099-85-4"	95
"LibSrch_22"	5	5.564	2.51	15533	"000099-83-2"	92
"LibSrch_22"	5	5.564	2.51	15515	"007785-70-8"	90
"LibSrch_22"	6	5.612	2.24	15515	"007785-70-8"	93
"LibSrch_22"	6	5.612	2.24	15645	"004889-83-2"	90
"LibSrch_22"	6	5.612	2.24	15514	"007785-26-4"	90
"LibSrch_22"	7	5.764	1.29	15494	"005989-27-5"	70
"LibSrch_22"	7	5.764	1.29	15692	"001461-27-4"	64
"LibSrch_22"	7	5.764	1.29	15483	"000138-86-3"	62
"LibSrch_22"	8	5.804	2.51	15692	"001461-27-4"	64
"LibSrch_22"	8	5.804	2.51	15480	"013466-78-9"	58
"LibSrch_22"	8	5.804	2.51	15644	"013898-73-2"	52
"LibSrch_22"	9	6.293	0.78	15480	"013466-78-9"	81
"LibSrch_22"	9	6.293	0.78	15655	"000099-84-3"	72
"LibSrch_22"	9	6.293	0.78	15670	"000586-62-9"	72
"LibSrch_22"	10	7.495	27.42	16250	"000099-89-8"	94
"LibSrch_22"	10	7.495	27.42	16258	"000618-45-1"	91
"LibSrch_22"	10	7.495	27.42	16236	"001687-64-5"	90
"LibSrch_22"	11	7.968	3.37	56370	"092618-89-8"	95
"LibSrch_22"	11	7.968	3.37	56390	"005655-61-8"	94
"LibSrch_22"	11	7.968	3.37	56372	"092618-89-8"	94
"LibSrch_22"	12	8.433	1.78	62283	"017699-14-8"	95
"LibSrch_22"	12	8.433	1.78	62285	"017699-14-8"	90
"LibSrch_22"	12	8.433	1.78	62523	"039029-41-9"	78
"LibSrch_22"	13	8.69	1.1	62244	"003856-25-5"	98
"LibSrch_22"	13	8.69	1.1	62245	"003856-25-5"	97
"LibSrch_22"	13	8.69	1.1	62246	"003856-25-5"	93
"LibSrch_22"	14	8.754	2.71	62563	"013744-15-5"	95
"LibSrch_22"	14	8.754	2.71	62379	"150320-52-8"	91
"LibSrch_22"	14	8.754	2.71	62562	"013744-15-5"	90
"LibSrch_22"	15	9.05	9.42	62261	"000087-44-5"	97
"LibSrch_22"	15	9.05	9.42	62263	"000087-44-5"	86
"LibSrch_22"	15	9.05	9.42	62373	"013877-93-5"	83
"LibSrch_22"	16	9.227	0.53	62439	"000483-76-1"	72
"LibSrch_22"	16	9.227	0.53	62441	"000483-76-1"	68
"LibSrch_22"	16	9.227	0.53	41647	"058502-85-5"	59
"LibSrch_22"	17	9.291	2.73	62311	"006753-98-6"	96
"LibSrch_22"	17	9.291	2.73	62361	"1000062-61-9"	95
"LibSrch_22"	17	9.291	2.73	62309	"006753-98-6"	93
"LibSrch_22"	18	9.355	1.14	62246	"003856-25-5"	89
"LibSrch_22"	18	9.355	1.14	62421	"023986-74-5"	83
"LibSrch_22"	18	9.355	1.14	62441	"000483-76-1"	74
"LibSrch_22"	19	9.451	0.95	62563	"013744-15-5"	96
"LibSrch_22"	19	9.451	0.95	62423	"023986-74-5"	95
"LibSrch_22"	19	9.451	0.95	62421	"023986-74-5"	87
"LibSrch_22"	20	9.507	1.9	62470	"031983-22-9"	98
"LibSrch_22"	20	9.507	1.9	62557	"022469-52-9"	93
"LibSrch_22"	20	9.507	1.9	62249	"1000156-10-8"	89
"LibSrch_22"	21	9.539	1.43	62562	"013744-15-5"	90
"LibSrch_22"	21	9.539	1.43	62563	"013744-15-5"	90
"LibSrch_22"	21	9.539	1.43	62379	"150320-52-8"	90
"LibSrch_22"	22	9.627	4.28	62439	"000483-76-1"	96
"LibSrch_22"	22	9.627	4.28	62438	"000483-76-1"	90
"LibSrch_22"	22	9.627	4.28	62440	"000483-76-1"	90
"LibSrch_22"	23	9.668	15.16	62330	"054324-03-7"	64
"LibSrch_22"	23	9.668	15.16	62517	"039029-41-9"	60
"LibSrch_22"	23	9.668	15.16	62438	"000483-76-1"	53
"LibSrch_22"	24	9.748	1.14	62408	"016728-99-7"	93
"LibSrch_22"	24	9.748	1.14	62407	"016728-99-7"	86
"LibSrch_22"	24	9.748	1.14	62520	"000469-61-4"	76
"LibSrch_22"	25	10.076	4.54	76518	"072120-50-4"	92
"LibSrch_22"	25	10.076	4.54	62559	"005208-59-3"	47
"LibSrch_22"	25	10.076	4.54	16663	"017530-24-4"	43
"LibSrch_22"	26	10.397	0.8	62408	"016728-99-7"	78
"LibSrch_22"	26	10.397	0.8	62407	"016728-99-7"	53
"LibSrch_22"	26	10.397	0.8	62243	"011028-42-5"	52
"LibSrch_22"	27	10.493	1.02	62517	"039029-41-9"	87
"LibSrch_22"	27	10.493	1.02	76586	"036564-42-8"	64
"LibSrch_22"	27	10.493	1.02	62440	"000483-76-1"	64
"LibSrch_22"	28	10.573	0.73	62428	"003242-08-8"	78
"LibSrch_22"	28	10.573	0.73	76471	"019912-62-0"	47
"LibSrch_22"	28	10.573	0.73	62220	"1000195-43-0"	46
"LibSrch_22"	29	13.266	0.66	115103	"1000347-96-8"	59
"LibSrch_22"	29	13.266	0.66	115468	"001686-67-5"	50
"LibSrch_22"	29	13.266	0.66	103527	"003518-04-5"	50
"LibSrch_22"	30	14.469	0.51	64491	"050565-45-2"	43
"LibSrch_22"	30	14.469	0.51	114660	"1000211-09-5"	38
"LibSrch_22"	30	14.469	0.51	114954	"1000304-60-8"	35
"LibSrch_22"	31	15.174	0.95	126306	"000514-62-5"	80
"LibSrch_22"	31	15.174	0.95	126308	"023837-99-2"	38
"LibSrch_22"	31	15.174	0.95	114356	"1000111-31-3"	14
"LibSrch_22"	32	15.703	0.48	149061	"003513-69-7"	38
"LibSrch_22"	32	15.703	0.48	149012	"038372-24-6"	25
"LibSrch_22"	32	15.703	0.48	148996	"000127-25-3"	25
"LibSrch_22"	33	15.911	0.75	132967	"003555-45-1"	38
"LibSrch_22"	33	15.911	0.75	121414	"139347-50-5"	25
"LibSrch_22"	33	15.911	0.75	121415	"139347-50-5"	25
"LibSrch_23"	1	4.001	0.76	351	"000075-00-3"	9
"LibSrch_23"	1	4.001	0.76	401	"007637-07-2"	2
"LibSrch_23"	1	4.001	0.76	19038	"000109-63-7"	2
"LibSrch_23"	2	5.275	0.61	15517	"007785-70-8"	53
"LibSrch_23"	2	5.275	0.61	15515	"007785-70-8"	49
"LibSrch_23"	2	5.275	0.61	15705	"028634-89-1"	43
"LibSrch_23"	3	7.495	39.81	16250	"000099-89-8"	96
"LibSrch_23"	3	7.495	39.81	16255	"000618-45-1"	91
"LibSrch_23"	3	7.495	39.81	16258	"000618-45-1"	91
"LibSrch_23"	4	7.968	3.15	15719	"056710-83-9"	87
"LibSrch_23"	4	7.968	3.15	15640	"1000145-84-3"	76
"LibSrch_23"	4	7.968	3.15	15623	"000514-95-4"	74
"LibSrch_23"	5	9.05	16.57	62261	"000087-44-5"	97
"LibSrch_23"	5	9.05	16.57	62432	"000118-65-0"	87
"LibSrch_23"	5	9.05	16.57	62263	"000087-44-5"	81
"LibSrch_23"	6	9.299	2.08	62361	"1000062-61-9"	96
"LibSrch_23"	6	9.299	2.08	62309	"006753-98-6"	95
"LibSrch_23"	6	9.299	2.08	62311	"006753-98-6"	94
"LibSrch_23"	7	9.363	1.1	62528	"030021-74-0"	93
"LibSrch_23"	7	9.363	1.1	62415	"000483-75-0"	93
"LibSrch_23"	7	9.363	1.1	62246	"003856-25-5"	93
"LibSrch_23"	8	9.467	2.69	62400	"1000192-43-5"	91
"LibSrch_23"	8	9.467	2.69	62336	"000717-74-8"	90
"LibSrch_23"	8	9.467	2.69	62305	"1000151-99-7"	86
"LibSrch_23"	9	9.507	2.51	62470	"031983-22-9"	99
"LibSrch_23"	9	9.507	2.51	62469	"031983-22-9"	98
"LibSrch_23"	9	9.507	2.51	62291	"010208-80-7"	95
"LibSrch_23"	10	9.587	1.16	62512	"010219-75-7"	86
"LibSrch_23"	10	9.587	1.16	62259	"1000159-39-4"	78
"LibSrch_23"	10	9.587	1.16	62526	"022567-17-5"	78
"LibSrch_23"	11	9.627	8.5	62439	"000483-76-1"	95
"LibSrch_23"	11	9.627	8.5	62441	"000483-76-1"	93
"LibSrch_23"	11	9.627	8.5	62440	"000483-76-1"	93
"LibSrch_23"	12	9.676	0.79	62440	"000483-76-1"	60
"LibSrch_23"	12	9.676	0.79	62438	"000483-76-1"	46
"LibSrch_23"	12	9.676	0.79	62414	"000483-75-0"	42
"LibSrch_23"	13	10.076	2.35	76518	"072120-50-4"	68
"LibSrch_23"	13	10.076	2.35	9920	"015232-95-8"	45
"LibSrch_23"	13	10.076	2.35	2886	"004161-65-3"	35
"LibSrch_23"	14	10.164	3.12	15714	"005113-87-1"	50
"LibSrch_23"	14	10.164	3.12	15661	"062238-24-8"	50
"LibSrch_23"	14	10.164	3.12	31638	"024252-85-5"	49
"LibSrch_23"	15	10.493	4.18	76471	"019912-62-0"	98
"LibSrch_23"	15	10.493	4.18	62517	"039029-41-9"	93
"LibSrch_23"	15	10.493	4.18	62415	"000483-75-0"	78
"LibSrch_23"	16	10.573	3.44	76471	"019912-62-0"	70
"LibSrch_23"	16	10.573	3.44	76464	"1000150-05-1"	59
"LibSrch_23"	16	10.573	3.44	32994	"120345-87-1"	35
"LibSrch_23"	17	10.718	5.78	62527	"022567-17-5"	86
"LibSrch_23"	17	10.718	5.78	62518	"000473-13-2"	59
"LibSrch_23"	17	10.718	5.78	62452	"000515-17-3"	55
"LibSrch_23"	18	15.952	1.38	147594	"001235-74-1"	64
"LibSrch_23"	18	15.952	1.38	178548	"1000315-59-5"	53
"LibSrch_23"	18	15.952	1.38	155703	"1000137-91-1"	53
"LibSrch_24"	1	4.778	0.85	15707	"002437-95-8"	94
"LibSrch_24"	1	4.778	0.85	15517	"007785-70-8"	91
"LibSrch_24"	1	4.778	0.85	15645	"004889-83-2"	90
"LibSrch_24"	2	4.874	0.82	15707	"002437-95-8"	87
"LibSrch_24"	2	4.874	0.82	15570	"013877-91-3"	74
"LibSrch_24"	2	4.874	0.82	15614	"003338-55-4"	64
"LibSrch_24"	3	5.283	2.14	15721	"018172-67-3"	97
"LibSrch_24"	3	5.283	2.14	15500	"000127-91-3"	95
"LibSrch_24"	3	5.283	2.14	15704	"003387-41-5"	94
"LibSrch_24"	4	5.347	2.03	15500	"000127-91-3"	95
"LibSrch_24"	4	5.347	2.03	15517	"007785-70-8"	90
"LibSrch_24"	4	5.347	2.03	15707	"002437-95-8"	87
"LibSrch_24"	5	5.564	2.46	15485	"013466-78-9"	94
"LibSrch_24"	5	5.564	2.46	15480	"013466-78-9"	94
"LibSrch_24"	5	5.564	2.46	15479	"1000150-36-1"	93
"LibSrch_24"	6	5.62	2.24	15480	"013466-78-9"	94
"LibSrch_24"	6	5.62	2.24	15485	"013466-78-9"	93
"LibSrch_24"	6	5.62	2.24	15686	"000099-85-4"	93
"LibSrch_24"	7	5.764	1.89	15493	"005989-27-5"	89
"LibSrch_24"	7	5.764	1.89	15580	"003760-14-3"	83
"LibSrch_24"	7	5.764	1.89	15712	"056816-08-1"	80
"LibSrch_24"	8	5.804	3.26	15692	"001461-27-4"	70
"LibSrch_24"	8	5.804	3.26	15480	"013466-78-9"	58
"LibSrch_24"	8	5.804	3.26	15498	"029050-33-7"	53
"LibSrch_24"	9	6.293	0.89	15648	"000554-61-0"	94
"LibSrch_24"	9	6.293	0.89	15665	"000586-62-9"	94
"LibSrch_24"	9	6.293	0.89	15671	"000586-62-9"	93
"LibSrch_24"	10	7.495	15.69	16250	"000099-89-8"	94
"LibSrch_24"	10	7.495	15.69	16255	"000618-45-1"	93
"LibSrch_24"	10	7.495	15.69	16256	"000099-89-8"	90
"LibSrch_24"	11	7.968	2.9	56274	"000076-49-3"	98
"LibSrch_24"	11	7.968	2.9	56370	"092618-89-8"	94
"LibSrch_24"	11	7.968	2.9	56390	"005655-61-8"	93
"LibSrch_24"	12	8.088	0.55	16258	"000618-45-1"	72
"LibSrch_24"	12	8.088	0.55	9491	"000095-78-3"	50
"LibSrch_24"	12	8.088	0.55	15632	"000514-96-5"	45
"LibSrch_24"	13	8.441	2.17	62286	"017699-14-8"	95
"LibSrch_24"	13	8.441	2.17	62283	"017699-14-8"	94
